,Unnamed: 0,network_v1.0.0,name_v1.0.0,func_v1.0.0,k_v1.0.0,bias_v1.0.0,numPI_v1.0.0,time_PI_v1.0.0,ks_v1.0.0,time_sym_v1.0.0,time_ks_v1.0.0,time_cov_v1.0.0,ke_v1.0.0,tss_v1.0.0,correct_v1.0.0,timeout_v1.0.0,time_sym_std_v1.0.0,ks_norm_v1.0.0,ke_norm_v1.0.0,source_v1.0.0,version_v1.0.0,network_v0.1.2,name_v0.1.2,func_v0.1.2,k_v0.1.2,bias_v0.1.2,numPI_v0.1.2,time_PI_v0.1.2,ks_v0.1.2,time_sym_v0.1.2,time_ks_v0.1.2,time_cov_v0.1.2,ke_v0.1.2,tss_v0.1.2,correct_v0.1.2,timeout_v0.1.2,time_sym_std_v0.1.2,ks_norm_v0.1.2,ke_norm_v0.1.2,source_v0.1.2,version_v0.1.2,ks_shuffle_vals
653,653,Colitis-associated colon cancer,CASP3,01001100,3,0.375,2,5.8650970458984375e-05,0.75,0.0003180027008056,1.811981201171875e-05,0.0003347396850585,1.5625,"[[['212', [], []], ['020', [], []]], [['102', [[0, 2]], []]]]",True,False,1.4178510549644456e-05,0.25,0.5208333333333334,cc,new,Colitis-associated colon cancer,CASP3,01001100,3,0.375,2,6.580352783203125e-05,,0.0016626834869384,,,1.5625,"[[('212', [], [[0, 2]]), ('020', [], [[0, 2]])], [('201', [[0, 2]], [])]]",True,False,6.235243456847339e-05,,0.5208333333333334,cc,v0.1.2,"[0.75, 1.125, 0.625, 0.75, 0.625, 0.75, 1.25, 0.75, 1.25, 2.625, 0.625, 0.0]"
654,654,Colitis-associated colon cancer,MEK,0111,2,0.75,2,3.933906555175781e-05,1.5,0.0002992153167724,1.1205673217773438e-05,0.0002756118774414,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.3094368585454638e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,MEK,0111,2,0.75,2,4.982948303222656e-05,,0.0015883445739746,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0001785361994102,,0.625,cc,v0.1.2,"[1.5, 0.0, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 1.5]"
655,655,Colitis-associated colon cancer,MAC,01001100,3,0.375,2,5.7697296142578125e-05,0.75,0.0003130912780761,1.33514404296875e-05,0.000309944152832,1.5625,"[[['212', [], []], ['020', [], []]], [['102', [[0, 2]], []]]]",True,False,1.3361143945691897e-05,0.25,0.5208333333333334,cc,new,Colitis-associated colon cancer,MAC,01001100,3,0.375,2,6.508827209472656e-05,,0.0017671108245849,,,1.5625,"[[('212', [], [[0, 2]]), ('020', [], [[0, 2]])], [('201', [[0, 2]], [])]]",True,False,0.0002534529851649,,0.5208333333333334,cc,v0.1.2,"[1.25, 1.125, 0.0, 0.0, 1.25, 1.25, 0.0, 0.625, 0.0, 0.625, 0.0, 0.75]"
656,656,Colitis-associated colon cancer,P21,0000100010001000,4,0.1875,3,0.0001294612884521,1.6875,0.0003577709197998,2.050399780273437e-05,0.002338171005249,1.5208333333333337,"[[['2212', [[2, 3]], []], ['0022', [], []]], [['1200', [[0, 1]], []]]]",True,False,1.6825393556982568e-05,0.421875,0.3802083333333333,cc,new,Colitis-associated colon cancer,P21,0000100010001000,4,0.1875,3,0.0001382827758789,,0.0027802467346191,,,1.5208333333333337,"[[('2212', [[2, 3]], [[0, 1]]), ('0022', [], [[0, 1], [2, 3]])], [('1200', [[0, 1]], [[0, 1]])]]",True,False,9.7019360433077e-05,,0.3802083333333333,cc,v0.1.2,"[1.0729166269302368, 2.543750047683716, 2.760267972946167, 0.7291666865348816, 0.7291666865348816, 1.796875, 1.375, 2.2750000953674316, 1.0729166269302368, 1.796875, 1.375, 1.6875]"
657,657,Colitis-associated colon cancer,CERAMIDE,0100,2,0.25,2,4.935264587402344e-05,0.0,0.0001967430114746,1.5020370483398438e-05,7.82012939453125e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,3.39772491128246e-05,0.0,0.625,cc,new,Colitis-associated colon cancer,CERAMIDE,0100,2,0.25,2,6.461143493652344e-05,,0.0011109828948974,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,4.895503902788064e-05,,0.625,cc,v0.1.2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.5, 0.0, 0.0, 1.5]"
658,658,Colitis-associated colon cancer,TREG,00101010,3,0.375,2,5.817413330078125e-05,0.75,0.0003077983856201,2.1696090698242188e-05,0.0005326271057128,1.5625,"[[['221', [], []], ['002', [], []]], [['120', [[0, 1]], []]]]",True,False,1.3395644988569931e-05,0.25,0.5208333333333334,cc,new,Colitis-associated colon cancer,TREG,00101010,3,0.375,2,6.723403930664062e-05,,0.001794147491455,,,1.5625,"[[('002', [], [[0, 1]]), ('221', [], [[0, 1]])], [('210', [[0, 1]], [])]]",True,False,0.0001968799014061,,0.5208333333333334,cc,v0.1.2,"[0.0, 0.75, 1.125, 0.0, 1.25, 1.125, 0.75, 2.625, 0.625, 0.75, 1.25, 0.75]"
659,659,Colitis-associated colon cancer,TBID,0010,2,0.25,2,5.507469177246094e-05,0.0,0.0001903533935546,1.5974044799804688e-05,8.630752563476562e-05,1.25,"[[['02', [], []], ['21', [], []]], [['10', [], []]]]",True,False,1.1725347184348304e-05,0.0,0.625,cc,new,Colitis-associated colon cancer,TBID,0010,2,0.25,2,6.461143493652344e-05,,0.0011273384094238,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,7.004989414359211e-05,,0.625,cc,v0.1.2,"[1.5, 0.0, 0.0, 1.5, 0.0, 0.0, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0]"
660,660,Colitis-associated colon cancer,IL12,0111,2,0.75,2,3.8623809814453125e-05,1.5,0.0002855777740478,1.5497207641601562e-05,0.0004811286926269,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.555059480472998e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,IL12,0111,2,0.75,2,4.410743713378906e-05,,0.0015965938568115,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0001677412953945,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 1.5, 0.0, 1.5, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0]"
661,661,Colitis-associated colon cancer,BCATENIN,1110,2,0.75,2,4.8160552978515625e-05,1.5,0.0003111362457275,1.1444091796875e-05,0.0002884864807128,1.25,"[[['11', [], []]], [['02', [[0, 1]], []]]]",True,False,1.1775078228414574e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,BCATENIN,1110,2,0.75,2,4.482269287109375e-05,,0.0015363216400146,,,1.25,"[[('11', [], [[0, 1]])], [('02', [[0, 1]], [])]]",True,False,0.0001264652153291,,0.625,cc,v0.1.2,"[0.0, 0.0, 1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0, 0.0, 1.5, 1.5]"
662,662,Colitis-associated colon cancer,RAF,0111,2,0.75,2,5.817413330078125e-05,1.5,0.0003118991851806,2.1457672119140625e-05,0.0005319118499755,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.7131266673588308e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,RAF,0111,2,0.75,2,4.6253204345703125e-05,,0.0018115997314453,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0002864185254524,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0, 0.0, 1.5, 1.5]"
663,663,Colitis-associated colon cancer,ASK1,0100,2,0.25,2,4.3392181396484375e-05,0.0,0.0001990318298339,1.0013580322265623e-05,5.7220458984375e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,1.1161860585151767e-05,0.0,0.625,cc,new,Colitis-associated colon cancer,ASK1,0100,2,0.25,2,4.0531158447265625e-05,,0.0011252880096435,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.0001193811512921,,0.625,cc,v0.1.2,"[1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0, 1.5, 0.0]"
665,665,Colitis-associated colon cancer,TH2,00100000,3,0.125,3,8.463859558105469e-05,1.125,0.0003293991088867,3.1948089599609375e-05,0.0011332035064697,1.25,"[[['122', [[0, 2]], []], ['202', [], []]], [['010', [], []]]]",True,False,1.450447403184979e-05,0.375,0.4166666666666667,cc,new,Colitis-associated colon cancer,TH2,00100000,3,0.125,3,7.343292236328125e-05,,0.0023180961608886,,,1.25,"[[('221', [[0, 2]], []), ('202', [], [[0, 2]])], [('010', [], [[0, 2]])]]",True,False,0.0003210678257858,,0.4166666666666667,cc,v0.1.2,"[2.625, 1.125, 1.125, 2.625, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125]"
666,666,Colitis-associated colon cancer,IL4,0111,2,0.75,2,3.910064697265625e-05,1.5,0.0003069400787353,1.1205673217773438e-05,0.0002799034118652,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.561712671079214e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,IL4,0111,2,0.75,2,4.553794860839844e-05,,0.0015086650848388,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,5.334919249567074e-05,,0.625,cc,v0.1.2,"[0.0, 1.5, 1.5, 0.0, 1.5, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5]"
668,668,Colitis-associated colon cancer,JNK,0111,2,0.75,2,3.933906555175781e-05,1.5,0.0003016948699951,1.1205673217773438e-05,0.0002796649932861,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,2.238576524780571e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,JNK,0111,2,0.75,2,4.839897155761719e-05,,0.0014873504638671,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,4.336167405397589e-05,,0.625,cc,v0.1.2,"[0.0, 1.5, 0.0, 1.5, 1.5, 1.5, 0.0, 0.0, 1.5, 1.5, 0.0, 1.5]"
670,670,Colitis-associated colon cancer,IKK,01010111,3,0.625,2,5.7220458984375e-05,0.75,0.0003249645233154,1.33514404296875e-05,0.0003042221069335,1.5625,"[[['020', [[0, 1]], []]], [['221', [], []], ['112', [], []]]]",True,False,1.400229696638016e-05,0.25,0.5208333333333334,cc,new,Colitis-associated colon cancer,IKK,01010111,3,0.625,2,7.581710815429688e-05,,0.0018901824951171,,,1.5625,"[[('200', [[0, 1]], [[0, 1]])], [('221', [], [[0, 1]]), ('112', [], [[0, 1]])]]",True,False,0.0002681295663244,,0.5208333333333334,cc,v0.1.2,"[0.625, 0.75, 0.0, 0.75, 1.125, 0.625, 0.625, 0.0, 2.625, 1.125, 0.625, 0.75]"
672,672,Colitis-associated colon cancer,SMAD7,0111,2,0.75,2,4.029273986816406e-05,1.5,0.0003039360046386,1.0967254638671877e-05,0.0002789497375488,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,3.964923192212563e-06,0.75,0.625,cc,new,Colitis-associated colon cancer,SMAD7,0111,2,0.75,2,5.91278076171875e-05,,0.001577091217041,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,0.0002140517913566,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 0.0, 0.0, 0.0, 1.5, 1.5, 1.5]"
673,673,Colitis-associated colon cancer,PI3K,01110000,3,0.375,2,6.151199340820312e-05,0.75,0.0003285884857177,1.3113021850585938e-05,0.0003197193145751,1.5625,"[[['200', [], []], ['122', [], []]], [['012', [[1, 2]], []]]]",True,False,2.3823922086600555e-05,0.25,0.5208333333333334,cc,new,Colitis-associated colon cancer,PI3K,01110000,3,0.375,2,7.43865966796875e-05,,0.0017792224884033,,,1.5625,"[[('200', [], [[1, 2]]), ('122', [], [[1, 2]])], [('021', [[1, 2]], [])]]",True,False,0.0001169815378506,,0.5208333333333334,cc,v0.1.2,"[1.25, 1.25, 1.125, 2.625, 1.25, 0.625, 0.75, 1.125, 1.25, 0.75, 0.0, 2.625]"
674,674,Colitis-associated colon cancer,CTL,0010,2,0.25,2,4.00543212890625e-05,0.0,0.0002013683319091,1.049041748046875e-05,7.510185241699219e-05,1.25,"[[['02', [], []], ['21', [], []]], [['10', [], []]]]",True,False,9.670041249280358e-06,0.0,0.625,cc,new,Colitis-associated colon cancer,CTL,0010,2,0.25,2,6.341934204101562e-05,,0.0011120319366455,,,1.25,"[[('02', [], []), ('21', [], [])], [('10', [], [])]]",True,False,3.49724867935311e-05,,0.625,cc,v0.1.2,"[1.5, 0.0, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0, 1.5, 0.0, 1.5, 0.0]"
676,676,Colitis-associated colon cancer,BCL2,0111000000000000,4,0.1875,3,0.0001282691955566,1.6875,0.0003528594970703,1.9073486328125e-05,0.0010848045349121,1.5208333333333337,"[[['1222', [[0, 1]], []], ['2200', [], []]], [['0012', [[2, 3]], []]]]",True,False,1.3356548422132116e-05,0.421875,0.3802083333333333,cc,new,Colitis-associated colon cancer,BCL2,0111000000000000,4,0.1875,3,0.0001394748687744,,0.0031083106994628,,,1.5208333333333337,"[[('2122', [[0, 1]], [[0, 1]]), ('2200', [], [[0, 1], [2, 3]])], [('0012', [[2, 3]], [[0, 1]])]]",True,False,0.0004984281991134,,0.3802083333333333,cc,v0.1.2,"[0.4791666567325592, 1.6875, 1.0729166269302368, 0.4791666567325592, 0.0, 0.4791666567325592, 0.4791666567325592, 1.6875, 0.4791666567325592, 1.7083333730697632, 0.9791666865348816, 0.9791666865348816]"
677,677,Colitis-associated colon cancer,TGFR,0100,2,0.25,2,3.933906555175781e-05,0.0,0.0002000331878662,1.049041748046875e-05,5.602836608886719e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,1.394045481328821e-05,0.0,0.625,cc,new,Colitis-associated colon cancer,TGFR,0100,2,0.25,2,6.222724914550781e-05,,0.0011431217193603,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,4.0395340840329913e-05,,0.625,cc,v0.1.2,"[0.0, 0.0, 0.0, 0.0, 1.5, 1.5, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0]"
678,678,Colitis-associated colon cancer,GSK3B,1000,2,0.25,2,4.458427429199219e-05,1.5,0.0003135681152343,1.2636184692382812e-05,0.0002937316894531,1.25,"[[['12', [[0, 1]], []]], [['00', [], []]]]",True,False,1.6206431669293986e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,GSK3B,1000,2,0.25,2,5.817413330078125e-05,,0.0014830589294433,,,1.25,"[[('12', [[0, 1]], [])], [('00', [], [[0, 1]])]]",True,False,5.125247545320224e-05,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 0.0, 1.5, 1.5, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0]"
680,680,Colitis-associated colon cancer,MOMP,0100110011001100,4,0.4375,3,0.0001180171966552,1.3125,0.0004134654998779,1.71661376953125e-05,0.0013236999511718,1.625,"[[['2212', [], []], ['0020', [], []]], [['1202', [[0, 1, 3]], []]]]",True,False,3.7455672598410296e-05,0.328125,0.40625,cc,new,Colitis-associated colon cancer,MOMP,0100110011001100,4,0.4375,3,0.0002539157867431,,0.0026037216186523,,,1.625,"[[('0020', [], [[0, 1, 3]]), ('2212', [], [[0, 1, 3]])], [('2102', [[0, 1, 3]], [[0, 2]])]]",True,False,0.0005633039515747,,0.40625,cc,v0.1.2,"[1.0625, 1.1875, 1.4270833730697632, 1.0833333730697632, 0.875, 0.6041666865348816, 1.0625, 1.0833333730697632, 1.53125, 1.25, 0.3125, 0.3125]"
682,682,Colitis-associated colon cancer,IAP,01001100,3,0.375,2,6.198883056640625e-05,0.75,0.0003279685974121,1.3589859008789062e-05,0.0003106594085693,1.5625,"[[['212', [], []], ['020', [], []]], [['102', [[0, 2]], []]]]",True,False,1.3067078300479016e-05,0.25,0.5208333333333334,cc,new,Colitis-associated colon cancer,IAP,01001100,3,0.375,2,0.0001111030578613,,0.0018584728240966,,,1.5625,"[[('212', [], [[0, 2]]), ('020', [], [[0, 2]])], [('201', [[0, 2]], [])]]",True,False,0.0002472957219208,,0.5208333333333334,cc,v0.1.2,"[0.0, 0.0, 0.75, 0.75, 1.25, 1.25, 1.125, 0.75, 0.0, 0.625, 0.0, 0.625]"
684,684,Colitis-associated colon cancer,Proliferation,0001000000000000,4,0.0625,4,0.0001513957977294,1.875,0.0003443717956542,2.8371810913085938e-05,0.0020027160644531,1.1875,"[[['1222', [[0, 1]], []], ['2202', [[2, 3]], []]], [['0011', [], []]]]",True,False,2.6858506383113053e-05,0.46875,0.296875,cc,new,Colitis-associated colon cancer,Proliferation,0001000000000000,4,0.0625,4,0.0003437995910644,,0.0038012504577636,,,1.1875,"[[('2122', [[0, 1]], [[0, 1]]), ('2220', [[2, 3]], [[0, 1]])], [('0011', [], [[0, 1], [2, 3]])]]",True,False,0.0002897824034617,,0.296875,cc,v0.1.2,"[1.875, 1.875, 1.875, 1.875, 1.96875, 1.96875, 1.96875, 1.96875, 1.96875, 1.875, 1.875, 1.875]"
686,686,Colitis-associated colon cancer,COX2,0001,2,0.25,2,3.743171691894531e-05,1.5,0.0003285408020019,1.0967254638671877e-05,0.0002820491790771,1.25,"[[['02', [[0, 1]], []]], [['11', [], []]]]",True,False,3.0227865490903792e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,COX2,0001,2,0.25,2,6.67572021484375e-05,,0.0015769958496093,,,1.25,"[[('02', [[0, 1]], [])], [('11', [], [[0, 1]])]]",True,False,0.0002379981434699,,0.625,cc,v0.1.2,"[1.5, 1.5, 1.5, 0.0, 0.0, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5]"
690,690,Colitis-associated colon cancer,ROS,0100,2,0.25,2,4.124641418457031e-05,0.0,0.0002055168151855,1.0013580322265623e-05,5.5789947509765625e-05,1.25,"[[['20', [], []], ['12', [], []]], [['01', [], []]]]",True,False,4.974053854353048e-05,0.0,0.625,cc,new,Colitis-associated colon cancer,ROS,0100,2,0.25,2,5.0067901611328125e-05,,0.0012433052062988,,,1.25,"[[('12', [], []), ('20', [], [])], [('01', [], [])]]",True,False,0.000179026375777,,0.625,cc,v0.1.2,"[1.5, 0.0, 0.0, 1.5, 0.0, 0.0, 0.0, 1.5, 1.5, 0.0, 0.0, 0.0]"
692,692,Colitis-associated colon cancer,DC,01001100,3,0.375,2,6.008148193359375e-05,0.75,0.0003123760223388,1.3589859008789062e-05,0.000307559967041,1.5625,"[[['212', [], []], ['020', [], []]], [['102', [[0, 2]], []]]]",True,False,1.6047111340876213e-05,0.25,0.5208333333333334,cc,new,Colitis-associated colon cancer,DC,01001100,3,0.375,2,6.914138793945312e-05,,0.0019505500793457,,,1.5625,"[[('212', [], [[0, 2]]), ('020', [], [[0, 2]])], [('201', [[0, 2]], [])]]",True,False,0.0003270080047814,,0.5208333333333334,cc,v0.1.2,"[0.625, 0.0, 1.25, 1.25, 0.0, 0.0, 1.125, 0.75, 0.625, 0.75, 1.25, 1.25]"
693,693,Colitis-associated colon cancer,MDM2,0000000001000000,4,0.0625,4,0.000152587890625,1.875,0.0003620624542236,2.2172927856445312e-05,0.0018401145935058,1.1875,"[[['2122', [[1, 2]], []], ['0222', [[0, 3]], []]], [['1001', [], []]]]",True,False,1.5714370937198745e-05,0.46875,0.296875,cc,new,Colitis-associated colon cancer,MDM2,0000000001000000,4,0.0625,4,0.0003228187561035,,0.0039041996002197,,,1.1875,"[[('2122', [[1, 2]], []), ('2220', [[0, 3]], [])], [('1001', [], [[0, 3], [1, 2]])]]",True,False,0.0002126694046328,,0.296875,cc,v0.1.2,"[1.875, 1.96875, 3.75, 1.96875, 1.875, 1.96875, 1.96875, 1.875, 1.875, 1.875, 1.96875, 1.875]"
694,694,Colitis-associated colon cancer,FADD,0111,2,0.75,2,4.410743713378906e-05,1.5,0.0003108978271484,1.1920928955078123e-05,0.0003054141998291,1.25,"[[['00', [], []]], [['12', [[0, 1]], []]]]",True,False,1.4280456908132696e-05,0.75,0.625,cc,new,Colitis-associated colon cancer,FADD,0111,2,0.75,2,5.602836608886719e-05,,0.0014406681060791,,,1.25,"[[('00', [], [[0, 1]])], [('12', [[0, 1]], [])]]",True,False,3.1070835096878245e-05,,0.625,cc,v0.1.2,"[1.5, 0.0, 1.5, 1.5, 0.0, 1.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
696,696,Colitis-associated colon cancer,CYCLIND1,0010101010101010,4,0.4375,3,0.0001206398010253,1.3125,0.0003937721252441,1.811981201171875e-05,0.0013384819030761,1.625,"[[['2221', [], []], ['0002', [], []]], [['1220', [[0, 1, 2]], []]]]",True,False,2.178869292496571e-05,0.328125,0.40625,cc,new,Colitis-associated colon cancer,CYCLIND1,0010101010101010,4,0.4375,3,0.0002720355987548,,0.0021135807037353,,,1.625,"[[('0002', [], [[0, 1, 2]]), ('2221', [], [[0, 1, 2]])], [('2120', [[0, 1, 2]], [])]]",True,False,7.524257675653904e-05,,0.40625,cc,v0.1.2,"[1.3541666269302368, 1.59375, 1.75, 0.5625, 1.5, 0.6875, 1.3125, 1.0, 1.5208333730697632, 1.4375, 1.2083333730697632, 1.3125]"
698,698,Colitis-associated colon cancer,IL6,01111111,3,0.875,3,6.532669067382812e-05,2.625,0.0003969669342041,1.4066696166992188e-05,0.0012800693511962,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,3.196801091164652e-05,0.875,0.4166666666666667,cc,new,Colitis-associated colon cancer,IL6,01111111,3,0.875,3,6.890296936035156e-05,,0.001865005493164,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,7.978022899881223e-05,,0.4166666666666667,cc,v0.1.2,"[1.125, 2.625, 1.125, 2.625, 1.125, 2.625, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125]"
699,699,Colitis-associated colon cancer,CASP9,00001000,3,0.125,3,6.461143493652344e-05,1.125,0.0003495216369628,1.4543533325195312e-05,0.0005648136138916,1.25,"[[['212', [[1, 2]], []], ['022', [], []]], [['100', [], []]]]",True,False,1.101380296940908e-05,0.375,0.4166666666666667,cc,new,Colitis-associated colon cancer,CASP9,00001000,3,0.125,3,6.914138793945312e-05,,0.0023184299468994,,,1.25,"[[('212', [[1, 2]], []), ('022', [], [[1, 2]])], [('100', [], [[1, 2]])]]",True,False,0.0003721571332455,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 2.625, 2.625, 1.125, 2.625, 2.625]"
700,700,Colitis-associated colon cancer,MEKK1,01111111,3,0.875,3,6.031990051269531e-05,2.625,0.0004037857055664,1.9788742065429688e-05,0.0013794898986816,1.25,"[[['000', [], []]], [['122', [[0, 1, 2]], []]]]",True,False,1.5951325501083078e-05,0.875,0.4166666666666667,cc,new,Colitis-associated colon cancer,MEKK1,01111111,3,0.875,3,0.0001082420349121,,0.0018553256988525,,,1.25,"[[('000', [], [[0, 1, 2]])], [('212', [[0, 1, 2]], [[0, 2]])]]",True,False,6.085036287625989e-05,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125]"
701,701,Colitis-associated colon cancer,BAX,0000000000101010,4,0.1875,3,0.0001370906829833,0.375,0.0003257274627685,1.9788742065429688e-05,0.0003502368927001,1.5208333333333337,"[[['2221', [], []], ['0222', [], []], ['2002', [], []]], [['1120', [[1, 2]], []]]]",True,False,1.2417374290286712e-05,0.09375,0.3802083333333333,cc,new,Colitis-associated colon cancer,BAX,0000000000101010,4,0.1875,3,0.0003111362457275,,0.0025827884674072,,,1.5208333333333337,"[[('2002', [], [[0, 3], [1, 2]]), ('0222', [], [[1, 2, 3]]), ('2221', [], [[0, 1, 2]])], [('1210', [[1, 2]], [])]]",True,False,0.0001238432485705,,0.3802083333333333,cc,v0.1.2,"[0.4791666567325592, 0.7291666865348816, 0.4791666567325592, 0.4791666567325592, 1.0729166269302368, 0.9791666865348816, 1.7083333730697632, 0.7291666865348816, 1.8385416269302368, 1.375, 0.0, 0.4791666567325592]"
702,702,Colitis-associated colon cancer,AKT,01000000,3,0.125,3,6.4849853515625e-05,1.125,0.0003220558166503,1.4781951904296877e-05,0.000556468963623,1.25,"[[['122', [[0, 1]], []], ['220', [], []]], [['001', [], []]]]",True,False,8.227893905883079e-06,0.375,0.4166666666666667,cc,new,Colitis-associated colon cancer,AKT,01000000,3,0.125,3,7.104873657226562e-05,,0.0025946617126464,,,1.25,"[[('212', [[0, 1]], []), ('220', [], [[0, 1]])], [('001', [], [[0, 1]])]]",True,False,0.0005182024037833,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125]"
704,704,Cortical Area Development,Emx2,0010000000000000,4,0.0625,4,0.000152587890625,1.96875,0.0004217147827148,2.026557922363281e-05,0.0026617050170898,1.1875,"[[['1222', [[0, 1, 3]], []], ['2202', [], []]], [['0010', [], []]]]",True,False,1.862621402589107e-05,0.4921875,0.296875,cc,new,Cortical Area Development,Emx2,0010000000000000,4,0.0625,4,0.0003330707550048,,0.0046203136444091,,,1.1875,"[[('2221', [[0, 1, 3]], [[1, 2]]), ('2202', [], [[0, 1, 3]])], [('0010', [], [[0, 1, 3]])]]",True,False,0.0003818777703423,,0.296875,cc,v0.1.2,"[1.96875, 1.875, 1.96875, 1.875, 1.96875, 1.96875, 1.96875, 3.75, 3.75, 1.96875, 1.96875, 1.875]"
705,705,Cortical Area Development,Pax6,01000000,3,0.125,3,6.67572021484375e-05,1.125,0.0003329753875732,1.430511474609375e-05,0.0005362033843994,1.25,"[[['122', [[0, 1]], []], ['220', [], []]], [['001', [], []]]]",True,False,2.242128679308947e-05,0.375,0.4166666666666667,cc,new,Cortical Area Development,Pax6,01000000,3,0.125,3,7.152557373046875e-05,,0.002130126953125,,,1.25,"[[('212', [[0, 1]], []), ('220', [], [[0, 1]])], [('001', [], [[0, 1]])]]",True,False,3.0224706090362564e-05,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 1.125, 2.625, 2.625, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125, 1.125]"
706,706,Cortical Area Development,Fgf8,00010000,3,0.125,3,7.605552673339844e-05,1.125,0.0003432273864746,1.811981201171875e-05,0.000572919845581,1.25,"[[['122', [], []], ['202', [[1, 2]], []]], [['011', [], []]]]",True,False,1.9753148343520148e-05,0.375,0.4166666666666667,cc,new,Cortical Area Development,Fgf8,00010000,3,0.125,3,7.271766662597656e-05,,0.0021825790405273,,,1.25,"[[('202', [[1, 2]], []), ('122', [], [[1, 2]])], [('011', [], [[1, 2]])]]",True,False,8.586069748054846e-05,,0.4166666666666667,cc,v0.1.2,"[1.125, 1.125, 1.125, 1.125, 2.625, 1.125, 2.625, 1.125, 2.625, 2.625, 1.125, 1.125]"
