,network,name,func,k,bias,numPI,time_PI,ks,time_sym,time_ks,time_cov,ke,ks_norm,ke_norm
229,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",IKK,01010111,3,0.625,2,8.940696716308594e-05,0.75,0.0005564689636230469,8.821487426757812e-06,0.00020122528076171875,1.5625,0.25,0.5208333333333334
230,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",CYCE,01,1,0.5,1,1.811981201171875e-05,0.0,0.0002193450927734375,4.291534423828125e-06,3.0994415283203125e-05,1.0,0.0,1.0
231,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",JAK2,00000010,3,0.125,3,5.936622619628906e-05,1.125,0.0005345344543457031,2.5272369384765625e-05,0.0003643035888671875,1.25,0.375,0.4166666666666667
232,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",FLIP,01,1,0.5,1,1.4066696166992188e-05,0.0,0.0002510547637939453,3.814697265625e-06,3.075599670410156e-05,1.0,0.0,1.0
233,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",CDK4,00100000,3,0.125,3,4.410743713378906e-05,1.125,0.0005750656127929688,2.6702880859375e-05,0.0003638267517089844,1.25,0.375,0.4166666666666667
234,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",RAS,01010111,3,0.625,2,3.886222839355469e-05,0.75,0.0005061626434326172,7.152557373046875e-06,0.0002048015594482422,1.5625,0.25,0.5208333333333334
235,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",RAC,01,1,0.5,1,1.4066696166992188e-05,0.0,0.00021266937255859375,4.291534423828125e-06,3.0517578125e-05,1.0,0.0,1.0
236,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",BAX,0010000010100000,4,0.1875,3,0.00011277198791503906,1.6875,0.0008802413940429688,1.621246337890625e-05,0.0008006095886230469,1.5208333333333335,0.421875,0.38020833333333337
237,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",IL6,01,1,0.5,1,2.002716064453125e-05,0.0,0.00023937225341796875,2.47955322265625e-05,3.504753112792969e-05,1.0,0.0,1.0
238,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",pRB,00000101,3,0.25,2,5.7697296142578125e-05,1.5,0.00044345855712890625,7.867813110351562e-06,0.00030112266540527344,1.25,0.5,0.4166666666666667
239,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",AKT,01,1,0.5,1,1.4066696166992188e-05,0.0,0.0002143383026123047,4.0531158447265625e-06,1.2874603271484375e-05,1.0,0.0,1.0
240,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",p27,0000100000000000,4,0.0625,4,0.00013136863708496094,1.96875,0.001527547836303711,3.075599670410156e-05,0.001863718032836914,1.1875,0.4921875,0.296875
241,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",MKK4,01,1,0.5,1,1.3828277587890625e-05,0.0,0.00021219253540039062,2.193450927734375e-05,3.123283386230469e-05,1.0,0.0,1.0
242,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",STRESS,1011,2,0.75,2,2.47955322265625e-05,0.0,0.00023293495178222656,2.3603439331054688e-05,3.8623809814453125e-05,1.25,0.0,0.625
243,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",PI3K,0001,2,0.25,2,2.193450927734375e-05,1.5,0.00040602684020996094,2.6941299438476562e-05,0.0002155303955078125,1.25,0.75,0.625
244,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",cJun,01,1,0.5,1,2.1696090698242188e-05,0.0,0.00028705596923828125,2.1219253540039062e-05,1.5020370483398438e-05,1.0,0.0,1.0
245,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",ERK,01,1,0.5,1,1.8596649169921875e-05,0.0,0.00022172927856445312,4.0531158447265625e-06,1.4066696166992188e-05,1.0,0.0,1.0
246,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",MITO,01,1,0.5,1,1.430511474609375e-05,0.0,0.0001842975616455078,4.0531158447265625e-06,1.2636184692382812e-05,1.0,0.0,1.0
247,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",pSTAT3,00000000000001010000000000000101,5,0.125,3,0.00031256675720214844,2.625,0.0007035732269287109,3.62396240234375e-05,0.003397226333618164,1.25,0.525,0.25
248,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",Bort,01,1,0.5,1,1.3828277587890625e-05,0.0,0.0002167224884033203,2.193450927734375e-05,1.239776611328125e-05,1.0,0.0,1.0
249,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",X,01,1,0.5,1,3.147125244140625e-05,0.0,0.00021767616271972656,3.814697265625e-06,3.123283386230469e-05,1.0,0.0,1.0
250,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",TNFAR,01,1,0.5,1,1.4781951904296875e-05,0.0,0.00022029876708984375,1.7642974853515625e-05,3.0994415283203125e-05,1.0,0.0,1.0
251,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",TNFA,01,1,0.5,1,3.4332275390625e-05,0.0,0.00026106834411621094,2.6226043701171875e-05,3.647804260253906e-05,1.0,0.0,1.0
252,"<BNetwork(name='Bortezomib Responses in U266 Human Myeloma Cells', N=67, Nodes=['BID', 'p21', 'XIAP', 'Cl_PARP', 'JNK', 'Cas3', 'JAK1', 'RIP', 'BCL2', 'PIP3', 'CIAP', 'MEKK2', 'MDM', 'MYC', 'DNAdam', 'p53', 'Cas8', 'TRAF3', 'Smac', 'MAPK', 'Bclxl', 'FasL', 'CYCD', 'ATM', 'DNAPK', 'pNFKB', 'CDK6', 'NIK', 'PTEN', 'Fas', 'STAT3', 'GROWTH', 'MEK1', 'RAF', 'Cas9', 'Prot', 'pIKB', 'Apo', 'Cytc', 'CDK2', 'gp130', 'BAD', 'MEKK', 'IKK', 'CYCE', 'JAK2', 'FLIP', 'CDK4', 'RAS', 'RAC', 'BAX', 'IL6', 'pRB', 'AKT', 'p27', 'MKK4', 'STRESS', 'PI3K', 'cJun', 'ERK', 'MITO', 'pSTAT3', 'Bort', 'X', 'TNFAR', 'TNFA', 'SHP1'])>",SHP1,01,1,0.5,1,2.288818359375e-05,0.0,0.0003600120544433594,2.4557113647460938e-05,3.4809112548828125e-05,1.0,0.0,1.0
